0	0.00878539	0.0544263	0.00162992	0.00882915	1
1	0.0117712	0.0544263	0.00497787	0.00898152	0.989637
2	0.0173691	0.06387	0.007569	0.0109731	0.973787
3	0.0204518	0.06387	0.0110133	0.0104652	0.953607
4	0.0227852	0.06387	0.0137315	0.00981572	0.948595
5	0.024773	0.06387	0.0156339	0.00986493	0.945489
6	0.0278597	0.0853776	0.0163286	0.0135403	0.93855
7	0.0378494	0.429375	0.0183637	0.0580213	0.938074
8	0.0826753	0.429375	0.0207888	0.126759	0.924197
9	0.183691	0.44594	0.0281875	0.172818	0.865308
10	0.298168	0.468889	0.0427381	0.144767	0.731791
11	0.406425	0.573699	0.334325	0.0420535	0.67703
12	0.423427	0.573699	0.385396	0.0340005	0.698889
13	0.428599	0.573699	0.400266	0.0308807	0.722879
14	0.433342	0.573699	0.404672	0.0295725	0.743469
15	0.439887	0.573699	0.41264	0.0284742	0.75569
16	0.444912	0.573699	0.417224	0.0302551	0.769341
17	0.45441	0.573699	0.424732	0.0301614	0.78653
18	0.462061	0.573699	0.432911	0.0298775	0.803673
19	0.464974	0.573699	0.436776	0.0283771	0.819842
20	0.466348	0.573699	0.438116	0.0276272	0.825125
21	0.469565	0.573699	0.443383	0.0290351	0.830295
22	0.470249	0.573699	0.445335	0.0285699	0.831701
23	0.4756	0.573699	0.449391	0.0275963	0.845125
24	0.48124	0.573699	0.453883	0.0279107	0.848731
25	0.485051	0.573699	0.461119	0.0267615	0.856849
26	0.487403	0.573699	0.461791	0.0271748	0.859978
27	0.490065	0.573699	0.463278	0.0270823	0.854876
28	0.492572	0.573699	0.467389	0.0265724	0.856804
29	0.494365	0.573699	0.468308	0.0259556	0.860183
30	0.497836	0.573699	0.47023	0.0266131	0.864833
31	0.499029	0.573699	0.471272	0.0262231	0.869595
32	0.499978	0.573699	0.472555	0.0259731	0.871206
33	0.50363	0.573699	0.473816	0.0264649	0.871523
34	0.505245	0.573699	0.475529	0.025417	0.875242
35	0.509898	0.58813	0.478094	0.0273488	0.877305
36	0.510793	0.58813	0.480721	0.0266137	0.879573
37	0.515603	0.58813	0.482042	0.0265012	0.876784
38	0.517013	0.58813	0.48414	0.0257671	0.879074
39	0.520085	0.593566	0.486095	0.0268988	0.879551
40	0.521615	0.593566	0.486194	0.026902	0.878553
41	0.524588	0.593566	0.488623	0.0267163	0.876807
42	0.52885	0.597822	0.491073	0.0272539	0.878598
43	0.530784	0.597822	0.494037	0.0260578	0.877509
44	0.533309	0.597822	0.498061	0.0253674	0.876284
45	0.534986	0.597822	0.505029	0.0239089	0.876556
46	0.537637	0.597822	0.510112	0.0226817	0.876805
47	0.538341	0.597822	0.513127	0.0223539	0.876647
48	0.538623	0.597822	0.513552	0.0221167	0.876919
49	0.541721	0.597822	0.516844	0.0227359	0.874924
50	0.542541	0.597822	0.518139	0.0220523	0.871454
51	0.542541	0.597822	0.518139	0.0220523	0.871454
52	0.544278	0.597822	0.519651	0.0216484	0.869413
53	0.547109	0.612894	0.52108	0.0233645	0.872112
54	0.548028	0.612894	0.522449	0.0227148	0.874674
55	0.548974	0.612894	0.522659	0.022612	0.872883
56	0.549003	0.612894	0.523052	0.0225786	0.872792
57	0.549347	0.612894	0.523946	0.0223043	0.869821
58	0.551026	0.612894	0.52494	0.0219339	0.871204
59	0.553818	0.651605	0.526066	0.0256114	0.870954
60	0.553889	0.651605	0.526479	0.0255377	0.871589
61	0.55428	0.651605	0.527246	0.0252574	0.870388
62	0.55497	0.651605	0.527248	0.0249735	0.870229
63	0.55748	0.651605	0.527471	0.0278275	0.870071
64	0.559491	0.651605	0.52832	0.0274274	0.865309
65	0.562001	0.651605	0.529613	0.0273523	0.864197
66	0.563619	0.651605	0.532255	0.0275621	0.862655
67	0.568817	0.651605	0.537704	0.0271254	0.87354
68	0.568817	0.651605	0.537704	0.0271254	0.87354
69	0.572039	0.651605	0.53954	0.0284729	0.874197
70	0.572832	0.651605	0.540276	0.0280989	0.871521
71	0.574129	0.651605	0.542934	0.0271424	0.871838
72	0.577348	0.651605	0.543517	0.0281578	0.869548
73	0.57991	0.651605	0.544277	0.0284501	0.873086
74	0.581795	0.651605	0.545317	0.0291554	0.872632
75	0.582842	0.651605	0.546058	0.028756	0.873585
76	0.58581	0.651605	0.548032	0.028637	0.878075
77	0.588258	0.651605	0.553261	0.0280584	0.878528
78	0.589086	0.651605	0.553293	0.0276118	0.880025
79	0.591719	0.665089	0.55445	0.0287223	0.876624
80	0.592408	0.665089	0.555595	0.0282189	0.879027
81	0.594738	0.665089	0.558976	0.0275844	0.878733
82	0.596003	0.665089	0.560225	0.0266958	0.881748
83	0.596003	0.665089	0.560225	0.0266958	0.881748
84	0.599109	0.665089	0.561744	0.0270176	0.882701
85	0.599422	0.665089	0.56259	0.0266643	0.883245
86	0.601148	0.665089	0.569309	0.0252366	0.881658
87	0.601804	0.665089	0.569723	0.0248149	0.88252
88	0.60272	0.665089	0.571612	0.0244494	0.88023
89	0.60272	0.665089	0.571612	0.0244494	0.88023
90	0.605736	0.680114	0.573686	0.0256845	0.882067
91	0.606686	0.680114	0.573699	0.0253513	0.881182
92	0.606686	0.680114	0.573699	0.0253513	0.881182
93	0.607168	0.680114	0.574607	0.0249371	0.881092
94	0.607168	0.680114	0.574607	0.0249371	0.881092
95	0.609912	0.680114	0.579175	0.0251963	0.879572
96	0.610596	0.680114	0.581107	0.0246965	0.878824
97	0.610596	0.680114	0.581107	0.0246965	0.878824
98	0.610596	0.680114	0.581107	0.0246965	0.878824
99	0.610724	0.680114	0.58201	0.024557	0.878779
100	0.610724	0.680114	0.58201	0.024557	0.878779
101	0.610727	0.680114	0.582174	0.0245531	0.876534
102	0.610727	0.680114	0.582174	0.0245531	0.876534
103	0.61105	0.680114	0.582398	0.0242741	0.878688
104	0.61105	0.680114	0.582398	0.0242741	0.878688
105	0.61105	0.680114	0.582398	0.0242741	0.878688
106	0.612779	0.680114	0.584082	0.0238062	0.882384
107	0.612779	0.680114	0.584082	0.0238062	0.882384
108	0.613494	0.680114	0.584294	0.0234611	0.880433
109	0.614232	0.680114	0.584711	0.0231015	0.881363
110	0.61425	0.680114	0.585607	0.0230785	0.880842
111	0.61425	0.680114	0.585607	0.0230785	0.880842
112	0.615232	0.680114	0.587055	0.0228361	0.88168
113	0.615677	0.680114	0.587493	0.0224901	0.882542
114	0.615677	0.680114	0.587493	0.0224901	0.882542
115	0.615912	0.680114	0.58813	0.0222494	0.879912
116	0.61679	0.680114	0.588902	0.0219132	0.877712
117	0.61761	0.680114	0.591594	0.0213034	0.879141
118	0.61761	0.680114	0.591594	0.0213034	0.879141
119	0.618281	0.680114	0.593566	0.0209085	0.8793
120	0.618281	0.680114	0.593566	0.0209085	0.8793
121	0.619614	0.680114	0.594661	0.0204207	0.882701
122	0.619692	0.680114	0.59615	0.0203316	0.880887
123	0.619728	0.680114	0.596219	0.0202904	0.882611
124	0.620535	0.680114	0.596343	0.0201387	0.88345
125	0.620904	0.680114	0.59682	0.0198536	0.882679
126	0.622057	0.680114	0.597675	0.0200992	0.881772
127	0.623567	0.680114	0.598355	0.0195781	0.887169
128	0.623589	0.680114	0.598519	0.0195495	0.883224
129	0.623757	0.680114	0.599261	0.019365	0.884221
130	0.623757	0.680114	0.599261	0.019365	0.884221
131	0.624192	0.680114	0.599467	0.0190452	0.88633
132	0.625161	0.680114	0.600027	0.0189946	0.887668
133	0.625161	0.680114	0.600027	0.0189946	0.887668
134	0.625762	0.680114	0.600811	0.0186552	0.884108
135	0.625874	0.680114	0.601096	0.0185179	0.883428
136	0.625874	0.680114	0.601096	0.0185179	0.883428
137	0.628444	0.680114	0.602084	0.0192795	0.882725
138	0.629297	0.680114	0.603835	0.0187553	0.878869
139	0.629297	0.680114	0.603835	0.0187553	0.878869
140	0.629882	0.680114	0.604748	0.0183976	0.880003
141	0.630977	0.680114	0.606432	0.0184996	0.879255
142	0.631411	0.680114	0.606449	0.0181635	0.87769
143	0.631411	0.680114	0.606449	0.0181635	0.87769
144	0.632302	0.680114	0.606913	0.0180054	0.879073
145	0.632302	0.680114	0.606913	0.0180054	0.879073
146	0.633016	0.680114	0.608318	0.0176835	0.880026
147	0.63338	0.680114	0.608773	0.0173488	0.881364
148	0.63338	0.680114	0.608773	0.0173488	0.881364
149	0.63338	0.680114	0.608773	0.0173488	0.881364
150	0.633829	0.680114	0.609279	0.0169856	0.880411
151	0.633945	0.680114	0.61079	0.0168296	0.884039
152	0.633945	0.680114	0.61079	0.0168296	0.884039
153	0.634551	0.680114	0.612894	0.0163532	0.882429
154	0.635009	0.680114	0.612999	0.0160522	0.883541
155	0.635009	0.680114	0.612999	0.0160522	0.883541
156	0.635009	0.680114	0.612999	0.0160522	0.883541
157	0.635721	0.680114	0.614098	0.0154421	0.884221
158	0.635721	0.680114	0.614098	0.0154421	0.884221
